year,date,median,low,high
2019,2020-11-28,3,0,16.74417541003541
2020,2020-03-10,4,0,15.931448217623062
2020,2020-08-17,2,0,6.4383165913772755
2020,2020-10-09,3,0,8.797923948609508
2019,2020-10-10,6,0,20.74348201221205
2020,2020-04-30,1,0,3.804960160369761
2020,2020-05-03,1,0,3.331789670326729
2019,2020-08-28,6,0,19.67229740234587
2019,2020-10-26,7,0,21.874704551772595
2020,2020-03-18,2,0,6.805023404471337
2020,2020-11-18,2,0,6.40731192695075
2019,2020-06-06,7,0,24.36328262752203
2019,2020-02-03,5,0,21.73071885837302
2020,2020-04-21,1,0,3.6150762907655967
2020,2020-05-02,1,0,4.018260803865852
2020,2020-07-24,2,0,7.04912440993944
2020,2020-08-27,2,0,6.808583453022602
2020,2020-09-14,2,0,7.47764354740367
2020,2020-05-21,1,0,4.517180993012811
2020,2020-06-12,1,0,5.244370444541964
2019,2020-10-08,6,0,21.47532873986341
2019,2020-10-13,5,0,18.392011181121617
2019,2020-01-25,7,0,22.700479852432135
2020,2020-06-03,1,0,4.631527204830972
2020,2020-08-23,2,0,5.681287880686037
2019,2020-08-01,6,0,22.339079390784942
2020,2020-02-12,5,0,19.35554325603804
2020,2020-02-20,5,0,20.590850195788157
2019,2020-10-31,6,0,19.089988214867542
2019,2020-01-14,5,0,25.43337323181953
2019,2020-02-10,5,0,26.183789921829263
2019,2020-09-12,7,0,24.750297428361435
2020,2020-05-08,1,0,4.265080544891024
2020,2020-05-30,1,0,4.313988092455918
2020,2020-06-01,1,0,4.81248748267304
2020,2020-08-24,2,0,6.795340607908103
2020,2020-09-10,2,0,7.3800954327179
2020,2020-10-22,2,0,7.23570251933129
2019,2020-09-05,7,0,23.63028939411011
2019,2020-05-28,6,0,20.94351830672732
2019,2020-02-26,5,0,19.419297569669475
2019,2020-08-13,5,0,20.703370705850762
2019,2020-11-20,5,0,20.227125135120612
2019,2020-12-01,3,0,13.061341408268317
2019,2020-12-13,8,0,32.70199595625023
2020,2020-04-20,1,0,3.818207097705785
2019,2020-05-08,7,0,26.55475290113108
2020,2020-10-17,3,0,9.330680142917304
2020,2020-08-03,2,0,7.146613464394726
2019,2020-02-23,7,0,21.122493118632384
2019,2020-08-05,5,0,19.533448277620224
2019,2020-10-17,6,0,24.84771026444298
2020,2020-03-14,3,0,9.345162149297755
2020,2020-06-16,1,0,5.147740373645008
2020,2020-07-27,2,0,6.6097129005217585
2020,2020-09-28,2,0,6.696958727137578
2020,2020-10-01,2,0,7.78397929618092
2020,2020-10-13,2,0,6.8191953336340285
2019,2020-09-01,5,0,21.798710886278688
2020,2020-01-19,5,0,19.38308425150042
2020,2020-01-25,5,0,17.995577938714764
2020,2020-03-24,1,0,4.385053301771338
2019,2020-10-18,8,0,26.89354806560834
2020,2020-11-20,2,0,7.161036088473924
2019,2020-11-16,6,0,20.586142510529303
2020,2020-08-30,1,0,4.830854973873718
2020,2020-07-07,2,0,6.633469771417
2020,2020-10-29,2,0,6.8497852835790205
2020,2020-09-22,2,0,7.097969297896874
2020,2020-11-10,2,0,7.2599972928341945
2020,2020-06-21,1,0,4.166157425546062
2019,2020-04-11,7,0,23.759742337781265
2019,2020-05-18,8,0,26.770300496306767
2019,2020-08-18,5,0,19.717283550399515
2019,2020-12-12,6,0,30.148987957489478
2020,2020-02-11,5,0,18.954608703050496
2020,2020-02-16,5,0,17.892393313304797
2019,2020-07-23,6,0,21.035536561667733
2019,2020-06-10,6,0,20.960291474101872
2019,2020-08-11,5,0,16.741459387104893
2019,2020-12-11,6,0,22.206156620799437
2020,2020-03-29,0,0,2.168603875736198
2020,2020-07-10,1,0,4.806093298693748
2019,2020-01-09,12,0,62.74964590443231
2020,2020-09-27,2,0,6.372412106633712
2020,2020-06-17,2,0,6.179386970793248
