year,date,median,low,high
2019,2020-07-05,7,0,22.874822691618956
2020,2020-02-21,7,0,22.47376544649309
2020,2020-05-01,1,0,5.956864996093918
2019,2020-11-02,7,0,21.031252225765797
2020,2020-05-05,1,0,6.054602094170893
2019,2020-01-09,14,0,49.268150741874074
2019,2020-06-10,6,0,21.512245826399806
2019,2020-12-11,7,0,24.134158705003387
2020,2020-03-29,1,0,4.8496130459055
2019,2020-08-11,5,0,18.838061373026164
2020,2020-07-10,2,0,7.681297764709326
2020,2020-09-27,2,0,8.000582908099663
2019,2020-02-21,7,0,23.240755504141767
2019,2020-05-05,6,0,18.103983271887536
2019,2020-07-15,7,0,23.903591833726452
2019,2020-11-12,6,0,20.19791160780065
2020,2020-04-13,1,0,4.460915420014446
2019,2020-02-04,6,0,27.742380383091536
2019,2020-09-09,8,0,26.019544641407112
2020,2020-11-23,3,0,8.60414493416934
2019,2020-06-30,6,0,23.894501240048424
2019,2020-09-30,6,0,20.0400661252886
2020,2020-01-27,7,0,22.15196109884296
2020,2020-04-08,1,0,5.018425039858002
2019,2020-10-30,7,0,21.58341788603046
2020,2020-04-24,1,0,5.195226039826903
2020,2020-05-27,2,0,7.51099861195478
2020,2020-08-04,3,0,8.955013404909685
2020,2020-11-21,3,0,9.458996055108424
2020,2020-02-14,8,0,24.390962920191203
2019,2020-07-14,5,0,19.185249295300423
2019,2020-01-26,7,0,24.08894876172188
2020,2020-04-02,1,0,5.405652858318363
2020,2020-06-30,3,0,9.813666245216448
2020,2020-09-07,2,0,8.070886122084293
2020,2020-11-15,2,0,7.090135656261973
2019,2020-04-02,7,0,24.59634946880883
2019,2020-10-21,7,0,21.977360619036986
2019,2020-11-13,6,0,20.30151844682465
2019,2020-12-07,7,0,24.988172063567465
2019,2020-07-25,7,0,23.660406597279717
2020,2020-06-27,2,0,8.302901325984852
2019,2020-01-10,13,0,44.66829256987704
2019,2020-02-02,7,0,26.14182880338984
2019,2020-11-27,8,0,24.40772759705997
2020,2020-01-17,8,0,23.100900135097376
2020,2020-02-01,7,0,21.150373809197262
2020,2020-04-14,1,0,5.262120512370936
2019,2020-02-14,8,0,29.73763201633768
2019,2020-03-29,9,0,26.2904031592307
