year,date,median,low,high
2019,2020-07-23,5.0,0,30.41359742892629
2019,2020-12-12,6.0,0,36.84320826682465
2019,2020-01-25,6.0,0,31.72956539378647
2019,2020-02-03,4.0,0,75.47764830283347
2020,2020-04-21,1.0,0,5.946511716760977
2020,2020-05-02,1.0,0,6.855939745596414
2019,2020-10-08,6.0,0,32.31288018234339
2019,2020-10-13,4.0,0,22.515847107185177
2020,2020-05-21,1.0,0,7.305976694092191
2020,2020-06-12,2.0,0,9.613027778867616
2020,2020-07-24,2.0,0,10.62046466453662
2020,2020-08-27,2.0,0,9.739898417160013
2020,2020-09-14,2.0,0,10.97288421895704
2019,2020-01-14,5.0,0,35.46687877572473
2019,2020-02-10,4.0,0,30.32926572179883
2019,2020-09-12,7.0,0,37.48500745136889
2020,2020-05-08,1.0,0,6.641932667567867
2019,2020-05-28,5.0,0,29.855117553399147
2019,2020-09-05,7.0,0,36.17233291447464
2020,2020-05-30,1.0,0,7.566093721370811
2020,2020-08-24,2.0,0,9.711071056341483
2020,2020-09-10,2.0,0,10.507196115496601
2020,2020-10-22,2.0,0,10.883915799779283
2020,2020-06-01,2.0,0,8.728613515499191
2019,2020-03-31,4.0,0,23.061440028212385
2019,2020-08-16,6.0,0,29.821889043887875
2019,2020-10-16,5.0,0,32.15537394944188
2019,2020-10-24,6.0,0,32.96262839219408
2019,2020-11-17,4.0,0,27.30734330917506
2020,2020-02-27,6.0,0,32.28774149666269
2019,2020-04-03,6.0,0,36.07911684408589
2019,2020-08-08,6.0,0,30.08329972769063
2020,2020-06-24,2.0,0,9.96703939561457
2019,2020-01-30,5.0,0,45.738391579005345
2019,2020-08-22,5.0,0,27.96497769038726
2019,2020-12-19,5.0,0,33.61424587752491
2019,2020-04-07,4.0,0,26.769193133523807
2019,2020-11-26,5.0,0,32.769471163205154
2020,2020-03-02,5.0,0,29.33779993594304
2020,2020-11-26,1.0,0,6.365073838214798
2019,2020-01-22,5.0,0,26.795376467673808
2019,2020-04-10,6.0,0,35.76043636574437
2019,2020-05-29,6.0,0,31.664078280159423
2019,2020-07-06,4.0,0,28.693095473830013
2019,2020-01-17,6.0,0,29.882930876084618
2019,2020-02-16,5.0,0,29.43866315972714
2019,2020-07-24,6.0,0,32.056187423321674
2020,2020-04-07,1.0,0,6.027047470080236
2019,2020-02-23,5.0,0,25.93321438219775
2019,2020-10-17,5.0,0,32.11850283857214
2020,2020-03-14,3.0,0,14.504123100118965
2019,2020-08-05,5.0,0,29.2377034816991
2020,2020-07-27,2.0,0,9.74925998631802
2020,2020-09-28,2.0,0,10.00369625697667
2020,2020-10-01,2.0,0,10.9732547901339
2020,2020-06-16,2.0,0,9.111535032416988
2019,2020-11-16,5.0,0,41.8865064059247
2020,2020-07-07,2.0,0,9.705607647862063
2020,2020-08-30,1.0,0,7.578972656506281
2020,2020-09-22,2.0,0,10.091897867265756
2020,2020-10-29,2.0,0,10.310673285910797
2020,2020-11-10,2.0,0,9.921088970769274
2019,2020-12-21,5.0,0,36.960357025174964
2020,2020-01-22,5.0,0,31.23568353769625
2020,2020-05-12,1.0,0,7.148086725025908
2020,2020-05-16,1.0,0,6.984499057298165
2020,2020-05-07,1.0,0,7.0287919051540495
2020,2020-10-21,2.0,0,10.536387372777966
2020,2020-09-21,2.0,0,9.365473977294618
2019,2020-06-09,4.0,0,22.323980575771298
2019,2020-08-15,6.0,0,30.059913571897408
2019,2020-11-08,5.0,0,30.878056194285254
2020,2020-01-16,5.0,0,31.580771809936717
2020,2020-03-23,1.0,0,6.5092328687202325
